task,source,sequence_trial_index,start,goal,n_actions,shortest_steps,excess_steps,hit_rate,reached_goal,path_efficiency,revisit_rate,unique_state_fraction,action_entropy,left_frac,up_frac,right_frac,down_frac,straight_frac,turn_frac,reverse_frac,first_action_matches_shortest,shortest_action_alignment,mean_distance_delta,progress_action_frac,stall_action_frac,regress_action_frac,model,source_role,raw_source
2,model_rollout,59,25,28,12,9,3.0,0.0833333333333333,1,0.75,0.07692307692307693,0.9230769230769231,0.8647869792568114,0.16666666666666666,0.5,0.25,0.08333333333333333,0.18181818181818182,0.8181818181818182,0.0,0,0.0,0.25,0.5833333333333334,0.08333333333333333,0.3333333333333333,old_minimal,model,model_rollout
2,actual_subject,59,25,28,11,9,2.0,0.0,1,0.8181818181818182,0.08333333333333333,0.9166666666666666,0.8949645376549997,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.3,0.6,0.1,0,0.9,0.2727272727272727,0.6363636363636364,0.0,0.36363636363636365,old_minimal,actual,actual_subject
2,model_rollout,63,17,32,50,9,41.0,0.34,0,0.18,0.6470588235294118,0.35294117647058826,0.890775866857608,0.08,0.24,0.46,0.22,0.061224489795918366,0.8979591836734694,0.04081632653061224,0,0.0,0.1,0.38,0.34,0.28,old_minimal,model,model_rollout
2,actual_subject,63,17,32,16,9,7.0,0.0625,1,0.5625,0.17647058823529413,0.8235294117647058,0.9618974703476992,0.125,0.25,0.3125,0.3125,0.26666666666666666,0.7333333333333333,0.0,1,0.3333333333333333,0.5625,0.75,0.0625,0.1875,old_minimal,actual,actual_subject
2,model_rollout,67,15,23,50,4,46.0,0.12,0,0.08,0.49019607843137253,0.5098039215686274,0.9801715203365519,0.18,0.22,0.34,0.26,0.04081632653061224,0.8979591836734694,0.061224489795918366,0,0.0,-0.08,0.4,0.12,0.48,old_minimal,model,model_rollout
2,actual_subject,67,15,23,5,4,1.0,0.2,1,0.8,0.16666666666666666,0.8333333333333334,0.7609640474436813,0.2,0.0,0.4,0.4,0.0,1.0,0.0,1,0.8,0.8,0.8,0.2,0.0,old_minimal,actual,actual_subject
2,model_rollout,71,2,1,46,3,43.0,0.2391304347826087,1,0.0652173913043478,0.3617021276595745,0.6382978723404256,0.9883321605666032,0.2826086956521739,0.21739130434782608,0.30434782608695654,0.1956521739130435,0.28888888888888886,0.7111111111111111,0.0,1,0.75,0.06521739130434782,0.41304347826086957,0.2391304347826087,0.34782608695652173,old_minimal,model,model_rollout
2,actual_subject,71,2,1,3,3,0.0,0.0,1,1.0,0.0,1.0,0.792481250360578,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,1,1.0,1.0,1.0,0.0,0.0,old_minimal,actual,actual_subject
2,model_rollout,75,11,1,30,6,24.0,0.2,1,0.2,0.25806451612903225,0.7419354838709677,0.9450537400706276,0.3333333333333333,0.3,0.26666666666666666,0.1,0.3448275862068966,0.6551724137931034,0.0,0,0.5,0.2,0.5,0.2,0.3,old_minimal,model,model_rollout
2,actual_subject,75,11,1,6,6,0.0,0.0,1,1.0,0.0,1.0,0.7295739585136223,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,1.0,0.0,1,1.0,1.0,1.0,0.0,0.0,old_minimal,actual,actual_subject
2,model_rollout,79,40,5,16,9,7.0,0.0625,1,0.5625,0.23529411764705882,0.7647058823529411,0.9248008763572908,0.4375,0.25,0.125,0.1875,0.2,0.7333333333333333,0.06666666666666667,0,0.8181818181818182,0.5625,0.75,0.0625,0.1875,old_minimal,model,model_rollout
2,actual_subject,79,40,5,9,9,0.0,0.0,1,1.0,0.0,1.0,0.7177602521413333,0.5555555555555556,0.2222222222222222,0.0,0.2222222222222222,0.125,0.875,0.0,1,1.0,1.0,1.0,0.0,0.0,old_minimal,actual,actual_subject
2,model_rollout,83,3,46,50,11,39.0,0.78,0,0.22,0.7647058823529411,0.23529411764705882,0.629878234365504,0.0,0.06,0.52,0.42,0.08163265306122448,0.9183673469387755,0.0,1,0.5,0.14,0.18,0.78,0.04,old_minimal,model,model_rollout
2,actual_subject,83,3,46,14,11,3.0,0.0714285714285714,1,0.7857142857142857,0.06666666666666667,0.9333333333333333,0.7463070340085628,0.0,0.21428571428571427,0.5,0.2857142857142857,0.3076923076923077,0.6923076923076923,0.0,1,0.5,0.7857142857142857,0.8571428571428571,0.07142857142857142,0.07142857142857142,old_minimal,actual,actual_subject
